recombinations,sequencing errors,recurrent mutations,run seed,run time,se_cost,rm_cost,r_cost,rr_cost,temp,recomb_max,rm_max
-45,-10,-7,2442868108.000000,4.666263,1.5,1.51,1,2,30,999,150
-45,-10,-12,2939175770.000000,2.973435,1.5,1.51,1,2,30,999,150
-45,-7,-2,3549856163.000000,2.262366,1.5,1.51,1,2,30,999,150
-45,-12,-10,3745207519.000000,3.761948,1.5,1.51,1,2,30,999,150
-45,-10,-16,1655370962.000000,3.369199,1.5,1.51,1,2,30,999,150
-45,-28,-26,1730955859.000000,3.871834,1.2,1.21,1,2,30,999,150
-46,-29,-37,2502246246.000000,7.558601,1.2,1.21,1,2,30,999,150
-45,-12,-29,1967131377.000000,4.804660,1.2,1.21,1,2,30,999,150
-45,-32,-32,3311979251.000000,3.126703,1.2,1.21,1,2,30,999,150
-45,-29,-21,3246737049.000000,2.744867,1.2,1.21,1,2,30,999,150
-45,-48,-27,3594830587.000000,4.411242,1.1,1.11,1,2,30,999,150
-46,-38,-49,3350694444.000000,3.882006,1.1,1.11,1,2,30,999,150
-45,-62,-39,2160615651.000000,6.430621,1.1,1.11,1,2,30,999,150
43,27,24,1728643984.000000,4.216324,1.1,1.11,1,2,30,999,150
-43,-41,-31,1716642016.000000,5.587095,1.1,1.11,1,2,30,999,150
-43,-59,-49,2346873047.000000,8.759700,1,1.01,1,2,30,999,150
-43,-41,-56,1987435552.000000,3.036224,1,1.01,1,2,30,999,150
-43,-42,-82,1688963681.000000,5.596562,1,1.01,1,2,30,999,150
40,49,52,3067402865.000000,11.367993,1,1.01,1,2,30,999,150
-40,-47,-81,3498965122.000000,7.563785,1,1.01,1,2,30,999,150
-30,-93,-58,2087040453.000000,9.996346,0.9,0.91,1,2,30,999,150
-5,-121,-30,2190655148.000000,5.892008,0.7,0.71,1,2,30,999,150
0,-122,-29,2028695229.000000,7.424973,0.5,0.51,1,2,30,999,150
-1,-134,-17,2478220344.000000,9.037635,0.3,0.31,1,2,30,999,150
0,-140,-11,1744091516.000000,9.010107,0.1,0.11,1,2,30,999,150
0,-138,-15,2047553597.000000,5.829142,0.01,0.02,1,2,30,999,150
0,-145,-6,3527178032.000000,6.051871,1,1.1,-1,-1,30,999,150
52,0,0,2491792819.000000,0.687437,-1,-1,1,2,50,52,150
52,0,0,2530847675.000000,0.707271,-1,-1,1,2,50,999,150
45,0,0,3137980208.000000,0.552124,-1,-1,1,2,50,45,150
52,0,0,3386785591.000000,0.760340,-1,-1,1,2,50,999,150
48,0,0,3419966957.000000,1.101353,-1,-1,1,2,50,999,150
72,0,0,1944612673.000000,2.789968,3,3.01,1,2,50,999,150
58,0,0,3373003608.000000,1.454090,3,3.01,1,2,50,999,150
69,0,0,3509558963.000000,2.527631,3,3.01,1,2,50,999,150
-45,-1,0,2916259198.000000,1.928566,3,3.01,1,2,50,999,150
61,0,0,2595090016.000000,1.656294,3,3.01,1,2,50,999,150
-46,-3,0,2976633079.000000,2.325537,2,2.01,1,2,50,999,150
-45,-2,0,3480322089.000000,2.070083,2,2.01,1,2,50,999,150
69,0,0,2792881303.000000,2.089222,2,2.01,1,2,50,999,150
-45,-3,0,1990648159.000000,1.609072,2,2.01,1,2,50,999,150
-45,-2,-1,2561582925.000000,1.432109,2,2.01,1,2,50,999,150
-45,-3,-9,3390833696.000000,2.562157,1.5,1.51,1,2,50,999,150
-45,-5,-3,1725451948.000000,2.251926,1.5,1.51,1,2,50,999,150
42,1,1,3767976587.000000,0.789737,1.5,1.51,1,2,50,999,150
-42,-9,-6,1737330599.000000,2.584078,1.5,1.51,1,2,50,999,150
-42,-7,-6,2891366540.000000,2.572879,1.5,1.51,1,2,50,999,150
